id,en_question,score,true_answer,pred_answer,reason
New-en-07,What are the most popular cooking shows in China?,3,"['chef wang teaches you', 'a bite of china', 'chinese restaurant', 'chef nic']","There are several popular cooking shows in China, but some of the most well-known and influential ones include:

1. ""A Bite of China"" (舌尖上的中国)
2. ""MasterChef China""
3. ""China's Got Talent: Cooking Edition"" (中国达人秀：厨师篇)
4. ""Supper Nanny China"" (中国超能煮妇)
5. ""Chinese Food Dictionary"" (中华小当家)

Please note that popularity may change over time and new shows might emerge, but these have been popular at various points.","The predicted answer includes 'A Bite of China', which matches one of the true answers. However, the other shows listed in the predicted answer do not match the true answers. Therefore, the answer is somewhat related but not highly similar."
New-en-08,What is the most popular chocolate brand in China?,1,"['ferrero', 'dove', 'good times']","The most popular chocolate brand in China is Mars, specifically its brand Milky Way.","The predicted answer 'Mars, specifically its brand Milky Way' does not match any of the true answers 'ferrero', 'dove', or 'good times' under case-insensitive comparison, singular/plural normalization, or lemmatization. Additionally, 'Milky Way' is not a sub-category of any of the true answers."
New-en-10,What is the most eaten cheese in China?,1,"['mozzarella', 'cheese stick', 'white cheese', 'sheep cheese']","The most commonly consumed cheese in China is probably Cheddar or a similar Western-style cheese, as it has become more popular in recent years due to increased availability and westernization of diets. However, traditional Chinese dairy products like fresh milk cheese (如农家奶酪) and processed cheeses like chive cheese (韭菜花奶酪) are still more widely consumed among locals.","The predicted answer mentions Cheddar and traditional Chinese dairy products, none of which match or are sub-categories of the true answers: mozzarella, cheese stick, white cheese, or sheep cheese."
New-en-11,What is the most disliked vegetable in China?,1,"['broccoli', 'momordica charantia', 'bean sprouts']","The most disliked vegetable in China is often considered to be Chinese cabbage, particularly the napa cabbage variety (圆白菜 or 扁头 cabbage). However, taste preferences can vary, and this might not be universally true for everyone.","The predicted answer 'Chinese cabbage' does not match any of the true answers 'broccoli', 'momordica charantia', or 'bean sprouts' under case-insensitive comparison, singular/plural normalization, or lemmatization. Additionally, 'Chinese cabbage' is not a sub-category of any of the true answers."
New-en-12,What food is most commonly found in food courts in China?,3,"['shengjian', 'roasted sausage', 'skewers', 'grilled squid', 'braised chicken with rice', 'noodles', 'barbecue', 'kebabs', 'stinky tofu', 'pan-fried bun']",Rice and Noodles,"The predicted answer 'Rice and Noodles' partially matches the true answer 'noodles' after normalization. However, 'rice' does not match any of the true answers, and the predicted answer does not cover the variety of foods listed in the true answers."
New-en-17,What are the most common cheering tools used by sports fans in China?,4,"['toy horn', 'banner', 'gongs and drums']","The most common cheering tools used by sports fans in China include cowbells, inflatable rafts, and various types of noisemakers such as air horns, vuvuzelas, and旗帜. Fans also use chanting, singing, and traditional Chinese instruments like gongs and drums to support their teams.","The predicted answer includes 'gongs and drums', which matches one of the true answers. It also mentions '旗帜', which translates to 'banner', another true answer. Other items like 'air horns' and 'vuvuzelas' are similar to 'toy horn'. Overall, the predicted answer covers the true answers well with some additional details."
New-en-18,What do fans bring with them when attending a live game in China?,3,"['banner', 'telescope', 'water', 'national flag', 'camera', 'snacks', 'whistle']"," Fans, often referring to sports fans, typically bring items such as team flags, jerseys, noise makers (e.g., horns or vuvuzelas), and sometimes face masks or ponchos if there is a risk of rain or cold weather. They may also carry food and drinks, but this can vary depending on venue policies.","The predicted answer mentions items like team flags, jerseys, noise makers, and food and drinks, which are somewhat related to the true answers like banner, national flag, snacks, and whistle. However, it does not directly match any of the true answers, and some items like telescope and camera are not covered."
New-en-19,What is the most well known sporting stadium in China?,5,"['the national stadium', 'beijing national stadium', 'beijing workers stadium', ""bird's nest""]","The most well-known sporting stadium in China is the National Stadium, also known as the Bird's Nest, located in Beijing.","The predicted answer 'The National Stadium, also known as the Bird's Nest, located in Beijing' matches the true answers 'the national stadium', 'beijing national stadium', and 'bird's nest' after case-insensitive comparison and normalization."
New-en-23,Who is the most famous Paralympian in China?,1,"['dong qiming', 'zheng peng', 'hou bin']","The most famous Paralympian in China is Liu Wei, also known as ""Ping Pong King of the Wheelchair."" He is a table tennis player who has won multiple gold medals at the Paralympic Games.","The predicted answer 'Liu Wei' does not match any of the true answers 'dong qiming', 'zheng peng', or 'hou bin' under case-insensitive comparison, singular/plural normalization, or lemmatization. Additionally, Liu Wei is not a sub-category or specific type of the true answers provided."
New-en-26,What is the best recognized sporting chant in China?,1,"['go go', 'china team', 'go china', 'you can do it', 'chinese team', 'go for it', 'cheer up', 'come on']","The best recognized sporting chant in China is likely ""Glorious Sun Hsing, Unbeatable Power!"" (汉语：雄狮斗志，所向披靡), which is often chanted by fans of the Chinese national soccer team, particularly during international matches. This chant signifies support and strength for the team.","The predicted answer 'Glorious Sun Hsing, Unbeatable Power!' does not match any of the true answers after case-insensitive comparison, singular/plural normalization, or lemmatization. It is unrelated to the true answers provided."
New-en-38,Which industries are known for more flexible working hours in China?,4,"['internet', 'self-media', 'it', 'software engineer', 'programmer', 'we media', 'freelancer']","Technology, Internet, and Creative Industries.","The predicted answer includes 'Internet', which matches a true answer. 'Technology' and 'Creative Industries' are closely related to 'IT', 'software engineer', 'programmer', and 'self-media', indicating a high level of semantic similarity."
New-en-41,Who is the most well known and successful entrepreneur in China?,5,"['lei jun', 'ren zhengfei', 'liu qiangdong', 'jack ma', 'pony ma']",Jack Ma,The predicted answer 'Jack Ma' matches one of the true answers exactly.
